Start Date,9/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,10/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY US Equity,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,VIX Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,UX1 Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USGG10YR Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USOHHYTO Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime
Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
12/12/2023,464.1,464.2,460.6,461.63,68327617,,12/12/2023,12.07,12.74,11.81,12.69,#N/A N/A,,12/12/2023,12.4035,13,12.25,12.9,75433,,12/12/2023,4.2006,4.2486,4.1414,4.2371,0,,12/12/2023,410.23,416.476,409.861,415.116,#N/A N/A
12/13/2023,470.5,470.7599,464.12,464.49,93277960,,12/13/2023,12.19,12.46,11.82,12.2,#N/A N/A,,12/13/2023,12.1843,12.55,12.1,12.36,80272,,12/13/2023,4.0164,4.2083,4.0051,4.1987,0,,12/13/2023,415.826,419.803,406.905,411.507,#N/A N/A
12/14/2023,472.01,473.73,469.25,472.5,119026049,,12/14/2023,12.48,12.74,11.84,11.96,#N/A N/A,,12/14/2023,12.3048,12.65,11.96,12.2,83378,,12/14/2023,3.9208,4.0202,3.8835,4.0145,0,,12/14/2023,391.19,421.522,391.19,421.522,#N/A N/A
12/15/2023,469.33,470.7,467.4263,469.49,141553673,,12/15/2023,12.28,12.54,12.01,12.12,#N/A N/A,,12/15/2023,12.4649,12.8,12.2,12.34,83178,,12/15/2023,3.911,3.9709,3.8924,3.9264,0,,12/15/2023,395.097,397.684,388.889,391.967,#N/A N/A
12/18/2023,471.97,472.98,469.8929,470.98,70375285,,12/18/2023,12.56,12.64,12.4,12.62,#N/A N/A,,12/18/2023,12.4176,12.6,12.3,12.55,51953,,12/18/2023,3.9314,3.9688,3.8885,3.9278,0,,12/18/2023,392.158,394.203,390.725,393.546,#N/A N/A
12/19/2023,474.84,474.92,472.45,472.53,55761805,,12/19/2023,12.53,12.6,12.33,12.6,#N/A N/A,,12/19/2023,12.409,12.65,12.25,12.5,59041,,12/19/2023,3.9313,3.9501,3.8921,3.9277,0,,12/19/2023,384.491,392.764,384.361,392.636,#N/A N/A
12/20/2023,468.26,475.895,467.82,473.96,102920959,,12/20/2023,13.67,13.93,12.29,12.63,#N/A N/A,,12/20/2023,12.31,12.6,12.38,12.55,1842,,12/20/2023,3.8474,3.9219,3.8455,3.9201,0,,12/20/2023,388.768,389.859,382.342,388.507,#N/A N/A
12/21/2023,472.7,472.975,468.84,471.33,86667465,,12/21/2023,13.65,14.49,13.34,13.4,#N/A N/A,,12/21/2023,15.4414,15.95,15.3,15.75,106585,,12/21/2023,3.8881,3.903,3.8268,3.8622,0,,12/21/2023,383.654,391.629,383.654,388.172,#N/A N/A
12/22/2023,473.65,475.38,471.7,473.86,67160419,,12/22/2023,13.03,13.96,13,13.72,#N/A N/A,,12/22/2023,15.0372,15.75,15,15.45,72143,,12/22/2023,3.895,3.9193,3.8466,3.8844,0,,12/22/2023,384.294,388.108,380.839,386.218,#N/A N/A
12/25/2023,473.65,475.38,471.7,473.86,67160419,,12/25/2023,13.03,13.96,13,13.72,#N/A N/A,,12/25/2023,15.0372,15.75,15,15.45,72143,,12/25/2023,3.895,3.895,3.895,3.895,0,,12/25/2023,384.294,388.108,380.839,386.218,#N/A N/A
12/26/2023,475.65,476.58,473.99,474.07,55386952,,12/26/2023,12.99,13.8,12.96,13.77,#N/A N/A,,12/26/2023,14.6063,15.15,14.55,15.05,42727,,12/26/2023,3.8967,3.9079,3.8745,3.9006,0,,12/26/2023,379.396,382.058,379.392,380.85,#N/A N/A
12/27/2023,476.51,476.66,474.89,475.44,68000311,,12/27/2023,12.43,13.04,12.37,13.02,#N/A N/A,,12/27/2023,13.9935,14.65,13.95,14.6,62381,,12/27/2023,3.7944,3.9004,3.7815,3.8967,0,,12/27/2023,379.074,384.572,379.074,382.474,#N/A N/A
12/28/2023,476.69,477.55,476.26,476.88,77158116,,12/28/2023,12.47,12.65,12.38,12.44,#N/A N/A,,12/28/2023,13.9837,14.2,13.9,13.95,42203,,12/28/2023,3.8443,3.8573,3.7944,3.7981,0,,12/28/2023,379.54,383.836,379.54,379.666,#N/A N/A
12/29/2023,475.31,477.03,473.3,476.49,122283149,,12/29/2023,12.45,13.19,12.36,12.55,#N/A N/A,,12/29/2023,14.0512,14.45,13.85,14,63210,,12/29/2023,3.8791,3.8959,3.8307,3.8406,0,,12/29/2023,385.143,385.806,380.559,380.559,#N/A N/A
1/1/2024,475.31,477.03,473.3,476.49,122283149,,1/1/2024,12.45,13.19,12.36,12.55,#N/A N/A,,1/1/2024,14.0512,14.45,13.85,14,63210,,1/1/2024,3.8791,3.8791,3.8791,3.8791,0,,1/1/2024,385.143,385.806,380.559,380.559,#N/A N/A
1/2/2024,472.65,473.67,470.49,472.16,123007793,,1/2/2024,13.2,14.23,13.1,13.22,#N/A N/A,,1/2/2024,14.1016,14.8,13.9,14.25,105588,,1/2/2024,3.9294,3.9707,3.9144,3.9238,0,,1/2/2024,394.223,394.223,379.29,379.29,#N/A N/A
1/3/2024,468.79,471.19,468.17,470.43,103585866,,1/3/2024,14.04,14.22,13.33,13.35,#N/A N/A,,1/3/2024,14.6997,14.95,14.1,14.13,112103,,1/3/2024,3.9162,4.0083,3.8918,3.9424,0,,1/3/2024,403.685,406.981,391.035,391.035,#N/A N/A
1/4/2024,467.28,470.96,467.05,468.3,84232169,,1/4/2024,14.13,14.2,13.64,13.93,#N/A N/A,,1/4/2024,14.6618,14.8,14.35,14.7,77217,,1/4/2024,3.9988,4.0044,3.8973,3.9124,0,,1/4/2024,401.816,403.193,400.095,401.597,#N/A N/A
1/5/2024,467.92,470.44,466.43,467.49,86118913,,1/5/2024,13.35,14.58,13.29,14.24,#N/A N/A,,1/5/2024,14.2034,15.05,13.95,14.65,104199,,1/5/2024,4.0457,4.0971,3.9513,3.9988,0,,1/5/2024,402.784,407.091,397.638,400.251,#N/A N/A
1/8/2024,474.6,474.75,468.3,468.43,74879074,,1/8/2024,13.08,14.18,13.02,14,#N/A N/A,,1/8/2024,13.7975,14.5,13.6,14.15,87247,,1/8/2024,4.0305,4.0646,3.9643,4.0475,0,,1/8/2024,393.569,404.179,393.569,401.539,#N/A N/A
1/9/2024,473.88,474.93,471.35,471.87,65931439,,1/9/2024,12.76,13.45,12.74,13.2,#N/A N/A,,1/9/2024,13.4039,14.05,13.35,13.88,70334,,1/9/2024,4.0133,4.0512,3.9944,4.021,0,,1/9/2024,391.931,398.523,391.922,394.577,#N/A N/A
1/10/2024,476.56,477.4481,473.87,474.16,67310640,,1/10/2024,12.69,12.95,12.67,12.86,#N/A N/A,,1/10/2024,13.3453,13.51,13.2,13.45,76118,,1/10/2024,4.0283,4.0416,3.9773,4.0038,0,,1/10/2024,388.315,394.717,387.127,393.727,#N/A N/A
1/11/2024,476.35,478.12,472.26,477.59,77940723,,1/11/2024,12.44,13.31,12.35,12.64,#N/A N/A,,1/11/2024,13.0512,13.75,12.95,13.25,109260,,1/11/2024,3.9658,4.0662,3.9658,4.0264,0,,1/11/2024,395.047,395.047,386.941,391.927,#N/A N/A
1/12/2024,476.68,478.6,475.23,477.84,58026420,,1/12/2024,12.7,13.08,12.47,12.66,#N/A N/A,,1/12/2024,13.1811,13.45,12.95,13.01,70152,,1/12/2024,3.939,4.005,3.9145,3.9602,0,,1/12/2024,397.104,401.116,393.944,393.944,#N/A N/A
1/15/2024,476.68,478.6,475.23,477.84,58026420,,1/15/2024,13.25,13.34,13.2,13.23,#N/A N/A,,1/15/2024,13.1811,13.45,12.95,13.01,70152,,1/15/2024,3.939,3.939,3.939,3.939,0,,1/15/2024,397.104,401.116,393.944,393.944,#N/A N/A
1/16/2024,474.93,476.6098,473.06,475.26,85014870,,1/16/2024,13.84,14.35,13.52,14.12,#N/A N/A,,1/16/2024,13.9544,14.35,13.15,13.3,108264,,1/16/2024,4.0581,4.081,3.9748,3.9823,0,,1/16/2024,397.152,398.826,392.639,392.639,#N/A N/A
1/17/2024,472.29,472.79,469.87,471.82,68843871,,1/17/2024,14.79,15.4,14.38,14.59,#N/A N/A,,1/17/2024,15.13,14.75,13.7,13.85,1865,,1/17/2024,4.1019,4.1268,4.0353,4.0581,0,,1/17/2024,396.7,399.541,389.596,392.596,#N/A N/A
1/18/2024,476.49,477.06,472.42,474.01,91856248,,1/18/2024,14.13,14.89,13.89,14.85,#N/A N/A,,1/18/2024,15.0037,15.5,14.9,15.45,78716,,1/18/2024,4.142,4.1516,4.0693,4.1,0,,1/18/2024,394.584,398.83,394.364,398.05,#N/A N/A
1/19/2024,482.43,482.72,476.5374,477.65,110834483,,1/19/2024,13.3,14.58,13.28,13.8,#N/A N/A,,1/19/2024,14.6052,15,14.48,15,90931,,1/19/2024,4.1226,4.1957,4.1187,4.1497,0,,1/19/2024,390.466,392.469,388.485,392.469,#N/A N/A
1/22/2024,483.45,485.22,482.78,484.01,75844931,,1/22/2024,13.19,13.84,13.17,13.77,#N/A N/A,,1/22/2024,14.0804,14.52,14,14.5,70105,,1/22/2024,4.1052,4.1359,4.0727,4.1341,0,,1/22/2024,386.713,393.141,385.427,391.528,#N/A N/A
1/23/2024,484.86,485.105,482.89,484.01,49945297,,1/23/2024,12.55,13.29,12.53,13.2,#N/A N/A,,1/23/2024,13.7002,14.08,13.65,14.08,70539,,1/23/2024,4.1282,4.1531,4.086,4.0995,0,,1/23/2024,389.327,389.967,385.6,385.6,#N/A N/A
1/24/2024,485.39,488.77,484.8819,487.81,81765039,,1/24/2024,13.14,13.18,12.41,12.66,#N/A N/A,,1/24/2024,14.038,14.15,13.49,13.73,69921,,1/24/2024,4.1762,4.1858,4.084,4.1282,0,,1/24/2024,383.904,390.464,382.125,388.656,#N/A N/A
1/25/2024,488.03,488.305,485.39,487.575,72524989,,1/25/2024,13.45,13.58,13.06,13.18,#N/A N/A,,1/25/2024,14.2261,14.3,13.9,14.05,63325,,1/25/2024,4.1184,4.1935,4.1165,4.182,0,,1/25/2024,383.077,387.212,381.692,384.22,#N/A N/A
1/26/2024,487.41,489.12,486.54,487.59,76641609,,1/26/2024,13.26,14.1,13.2,13.73,#N/A N/A,,1/26/2024,14.1173,14.45,13.9,14.25,57199,,1/26/2024,4.1373,4.1643,4.0913,4.1107,0,,1/26/2024,378.361,382.958,375.338,381.761,#N/A N/A
1/29/2024,491.27,491.415,487.17,487.73,61322751,,1/29/2024,13.6,15.35,13.59,13.98,#N/A N/A,,1/29/2024,14.2508,14.45,14.09,14.15,60772,,1/29/2024,4.074,4.1431,4.0568,4.1393,0,,1/29/2024,379.477,382.951,379.477,380.611,#N/A N/A
1/30/2024,490.89,491.62,490.11,490.56,58618386,,1/30/2024,13.31,13.74,13.23,13.69,#N/A N/A,,1/30/2024,13.9929,14.3,13.95,14.2,56480,,1/30/2024,4.0319,4.1007,4.0319,4.0759,0,,1/30/2024,382.441,382.701,377.409,379.53,#N/A N/A
1/31/2024,482.88,489.0813,482.86,488.62,126011062,,1/31/2024,14.35,14.61,13.18,13.42,#N/A N/A,,1/31/2024,14.8735,15,13.84,14.1,144442,,1/31/2024,3.9124,4.0414,3.9105,4.0357,0,,1/31/2024,397.337,397.337,383.458,383.458,#N/A N/A
2/1/2024,489.2,489.23,483.8,484.63,91891637,,2/1/2024,13.88,14.63,13.87,14.21,#N/A N/A,,2/1/2024,14.6977,15.01,14.35,14.85,96719,,2/1/2024,3.8802,3.9557,3.8147,3.9312,0,,2/1/2024,391.925,403.478,391.819,394.799,#N/A N/A
2/2/2024,494.35,496.05,489.3,489.65,99228192,,2/2/2024,13.85,14.23,13.39,13.95,#N/A N/A,,2/2/2024,14.5473,14.75,14.24,14.4,78109,,2/2/2024,4.0199,4.0523,3.8648,3.8746,0,,2/2/2024,385.226,390.296,379.088,390.26,#N/A N/A
2/5/2024,492.55,494.3778,490.23,493.695,75757102,,2/5/2024,13.67,14.53,13.58,14.37,#N/A N/A,,2/5/2024,13.9557,14.85,13.85,14.65,91666,,2/5/2024,4.1579,4.1753,4.0466,4.0485,0,,2/5/2024,385.995,387.792,378.466,382.1,#N/A N/A
2/6/2024,493.98,494.32,492.05,493.52,55918602,,2/6/2024,13.06,13.78,12.98,13.57,#N/A N/A,,2/6/2024,13.5521,14.05,13.5,13.95,72986,,2/6/2024,4.1,4.1694,4.077,4.1444,0,,2/6/2024,386.938,389.278,386.938,388.146,#N/A N/A
2/7/2024,498.1,498.53,495.36,496.29,70556506,,2/7/2024,12.83,13.13,12.81,13.06,#N/A N/A,,2/7/2024,13.3847,13.65,13.25,13.58,66517,,2/7/2024,4.1211,4.1326,4.0635,4.0981,0,,2/7/2024,380.229,388.758,380.229,384.429,#N/A N/A
2/8/2024,498.32,498.71,497.26,498.1,52343636,,2/8/2024,12.79,13.17,12.74,12.95,#N/A N/A,,2/8/2024,13.3452,13.65,13.3,13.4,53011,,2/8/2024,4.154,4.1696,4.0864,4.1018,0,,2/8/2024,376.827,381.037,376.47,380.145,#N/A N/A
2/9/2024,501.2,501.65,498.49,498.84,63979375,,2/9/2024,12.93,13.01,12.69,12.79,#N/A N/A,,2/9/2024,13.3705,13.4,13.13,13.35,45690,,2/9/2024,4.1754,4.1929,4.123,4.1502,0,,2/9/2024,371.737,375.835,371.311,373.962,#N/A N/A
2/12/2024,500.98,503.5,500.24,501.17,56502283,,2/12/2024,13.93,13.94,13.34,13.48,#N/A N/A,,2/12/2024,13.8034,13.9,13.2,13.4,58881,,2/12/2024,4.1793,4.1948,4.1443,4.1715,0,,2/12/2024,372.849,374.613,370.579,374.52,#N/A N/A
2/13/2024,494.08,497.09,490.715,494.53,113099199,,2/13/2024,15.85,17.94,13.43,13.96,#N/A N/A,,2/13/2024,15.7525,17.85,13.61,13.85,141521,,2/13/2024,4.3143,4.3261,4.125,4.1773,0,,2/13/2024,371.538,376.776,367.284,375.739,#N/A N/A
2/14/2024,498.57,499.07,494.4,496.79,68387827,,2/14/2024,14.38,15.47,14.22,15.38,#N/A N/A,,2/14/2024,14.32,15.75,14.65,15.75,2358,,2/14/2024,4.2554,4.3301,4.2436,4.3242,0,,2/14/2024,375.122,376.913,371.4,372.805,#N/A N/A
2/15/2024,502.01,502.2,498.795,499.29,61682960,,2/15/2024,14.01,14.64,13.94,14.27,#N/A N/A,,2/15/2024,15.0189,15.35,14.84,15.05,69593,,2/15/2024,4.23,4.2534,4.1812,4.2534,0,,2/15/2024,371.958,380.506,371.846,376.769,#N/A N/A
2/16/2024,499.51,502.87,498.75,501.7,75532928,,2/16/2024,14.24,14.71,13.75,13.94,#N/A N/A,,2/16/2024,14.9515,15.25,14.7,15,91010,,2/16/2024,4.2792,4.3264,4.2339,4.2339,0,,2/16/2024,370.44,371.112,365.521,368.472,#N/A N/A
2/19/2024,499.51,502.87,498.75,501.7,75532928,,2/19/2024,14.71,14.78,14.65,14.72,#N/A N/A,,2/19/2024,14.9515,15.25,14.7,15,91010,,2/19/2024,4.2792,4.2792,4.2792,4.2792,0,,2/19/2024,370.44,371.112,365.521,368.472,#N/A N/A
2/20/2024,496.76,498.41,494.45,497.72,71736740,,2/20/2024,15.42,15.91,15.07,15.09,#N/A N/A,,2/20/2024,15.5273,15.9,14.9,15.05,124433,,2/20/2024,4.2753,4.3166,4.2419,4.3146,0,,2/20/2024,372.672,378.854,372.672,375.585,#N/A N/A
2/21/2024,497.21,497.37,493.56,495.42,59603771,,2/21/2024,15.34,16.12,15.22,15.54,#N/A N/A,,2/21/2024,15.3494,15.75,15,15.55,89464,,2/21/2024,4.3187,4.3266,4.2478,4.2792,0,,2/21/2024,370.039,376.014,369.995,374.864,#N/A N/A
2/22/2024,507.5,508.49,503.02,504.01,76402535,,2/22/2024,14.54,14.64,14.12,14.28,#N/A N/A,,2/22/2024,15.0348,15.1,14.5,15.05,91396,,2/22/2024,4.3207,4.3484,4.2931,4.3187,0,,2/22/2024,360.604,365.573,360.235,364.741,#N/A N/A
2/23/2024,507.85,510.13,507.1,509.27,61321818,,2/23/2024,13.75,14.31,13.64,14.31,#N/A N/A,,2/23/2024,14.4301,15.01,14.4,14.9,67123,,2/23/2024,4.248,4.3486,4.2441,4.3327,0,,2/23/2024,361.069,362.891,358.757,361.63,#N/A N/A
2/26/2024,505.99,508.75,505.86,508.3,50386738,,2/26/2024,13.74,14.2,13.66,14.17,#N/A N/A,,2/26/2024,14.2522,14.6,14.2,14.5,59531,,2/26/2024,4.2795,4.3071,4.2148,4.2559,0,,2/26/2024,363.544,364.399,361.128,361.761,#N/A N/A
2/27/2024,506.93,507.16,504.75,506.7,48854528,,2/27/2024,13.43,13.75,13.41,13.63,#N/A N/A,,2/27/2024,13.9981,14.35,13.95,14.3,47460,,2/27/2024,4.3032,4.319,4.256,4.2815,0,,2/27/2024,362.778,366.461,362.778,364.625,#N/A N/A
2/28/2024,506.26,506.855,504.96,505.33,56506634,,2/28/2024,13.84,13.9,13.44,13.52,#N/A N/A,,2/28/2024,14.2232,14.4,13.97,13.98,51903,,2/28/2024,4.2639,4.3072,4.2619,4.3032,0,,2/28/2024,368.324,368.439,363.615,364.019,#N/A N/A
2/29/2024,508.08,509.74,505.35,508.07,83924795,,2/29/2024,13.4,14.15,13.3,14.14,#N/A N/A,,2/29/2024,14.0088,14.45,13.95,14.3,62288,,2/29/2024,4.2502,4.3172,4.2227,4.2639,0,,2/29/2024,367.988,370.247,364.796,364.796,#N/A N/A
3/1/2024,512.85,513.29,508.56,508.98,76844844,,3/1/2024,13.11,13.66,13.08,13.34,#N/A N/A,,3/1/2024,14.0481,14.25,13.75,14.05,70360,,3/1/2024,4.1798,4.2936,4.1759,4.2541,0,,3/1/2024,367.321,372.871,365.71,367.243,#N/A N/A
3/4/2024,512.3,514.2,512,512.03,49799257,,3/4/2024,13.49,13.58,13.32,13.49,#N/A N/A,,3/4/2024,14.0297,14.15,13.9,14,46448,,3/4/2024,4.2131,4.2327,4.1876,4.1895,0,,3/4/2024,362.386,368.85,361.791,368.85,#N/A N/A
3/5/2024,507.18,510.7,504.91,510.24,72855623,,3/5/2024,14.46,15.1,13.75,13.75,#N/A N/A,,3/5/2024,14.703,15.25,14,14.1,131037,,3/5/2024,4.1525,4.2209,4.1098,4.2189,0,,3/5/2024,367.43,369.69,365.568,365.568,#N/A N/A
3/6/2024,509.75,512.069,508.42,510.55,68382367,,3/6/2024,14.5,14.93,13.89,14.27,#N/A N/A,,3/6/2024,14.7897,14.95,14.25,14.7,80908,,3/6/2024,4.102,4.1681,4.0768,4.1506,0,,3/6/2024,365.605,369.417,365.605,367.482,#N/A N/A
3/7/2024,514.81,515.89,509.8053,513.14,58652085,,3/7/2024,14.44,14.98,14.25,14.98,#N/A N/A,,3/7/2024,14.6174,15.1,14.35,14.8,63980,,3/7/2024,4.0827,4.1253,4.0498,4.102,0,,3/7/2024,366.154,368.565,363.129,365.929,#N/A N/A
3/8/2024,511.72,518.2201,511.13,515.46,86532535,,3/8/2024,14.74,15.53,13.97,14.22,#N/A N/A,,3/8/2024,15.0773,15.75,14.2,14.65,128013,,3/8/2024,4.0749,4.1215,4.0344,4.0904,0,,3/8/2024,365.997,371.98,363.868,367.935,#N/A N/A
3/11/2024,511.28,511.88,508.5,510.48,62557183,,3/11/2024,15.22,16.04,15.13,15.51,#N/A N/A,,3/11/2024,14.8956,15.65,14.75,15,111070,,3/11/2024,4.0982,4.1118,4.0498,4.0807,0,,3/11/2024,364.727,367.46,364.678,366.577,#N/A N/A
3/12/2024,516.78,517.38,510.86,513.45,73114439,,3/12/2024,13.84,15.2,13.81,14.97,#N/A N/A,,3/12/2024,13.9606,15.21,13.9,14.85,114941,,3/12/2024,4.1507,4.1703,4.0788,4.0904,0,,3/12/2024,358.865,364.736,358.227,364.671,#N/A N/A
3/13/2024,515.97,517.29,514.49,517.11,55104088,,3/13/2024,13.75,14.04,13.67,13.89,#N/A N/A,,3/13/2024,13.7973,14.05,13.7,13.95,66028,,3/13/2024,4.1899,4.1957,4.1293,4.1468,0,,3/13/2024,352.465,357.33,352.465,356.856,#N/A N/A
3/14/2024,514.95,517.125,511.82,516.97,110171820,,3/14/2024,14.4,15.33,13.42,13.62,#N/A N/A,,3/14/2024,14.342,15.05,13.58,13.8,117662,,3/14/2024,4.2903,4.2982,4.184,4.1859,0,,3/14/2024,353.163,354.374,349.093,353.333,#N/A N/A
3/15/2024,509.83,511.7,508.122,510.21,107646297,,3/15/2024,14.41,15.53,14.14,14.33,#N/A N/A,,3/15/2024,14.5984,15.55,14.15,14.3,116089,,3/15/2024,4.3063,4.3182,4.2667,4.2923,0,,3/15/2024,351.802,354.426,349.592,353.278,#N/A N/A
3/18/2024,512.86,515.48,512.44,514,88893331,,3/18/2024,14.33,14.85,14.26,14.75,#N/A N/A,,3/18/2024,14.3579,14.65,14.05,14.6,65267,,3/18/2024,4.3242,4.3461,4.2885,4.3043,0,,3/18/2024,350.05,351.063,343.358,351.063,#N/A N/A
3/19/2024,515.71,515.995,511.12,512.15,60755263,,3/19/2024,13.82,14.86,13.8,14.5,#N/A N/A,,3/19/2024,13.9448,14.91,13.8,14.34,72642,,3/19/2024,4.2925,4.3342,4.2826,4.3242,0,,3/19/2024,348.193,353.475,347.68,351.626,#N/A N/A
3/20/2024,520.48,520.62,515.08,515.77,69594574,,3/20/2024,13.04,14.17,13.01,13.83,#N/A N/A,,3/20/2024,14.17,14.15,13.8,13.9,2777,,3/20/2024,4.2728,4.3204,4.2274,4.2728,0,,3/20/2024,349.196,349.818,347.584,349.54,#N/A N/A
3/21/2024,522.2,524.11,521.91,523.39,60256112,,3/21/2024,12.92,13.08,12.4,12.98,#N/A N/A,,3/21/2024,14.4567,14.65,14.3,14.5,79779,,3/21/2024,4.2669,4.2907,4.2157,4.2688,0,,3/21/2024,341.724,352.551,341.37,352.551,#N/A N/A
3/22/2024,521.21,522.605,520.97,522.11,79070842,,3/22/2024,13.06,13.15,12.58,12.92,#N/A N/A,,3/22/2024,14.4814,14.65,14.25,14.45,58271,,3/22/2024,4.1981,4.2669,4.1961,4.263,0,,3/22/2024,348.75,348.764,346.357,346.378,#N/A N/A
3/25/2024,519.77,520.95,519.61,519.8,48512108,,3/25/2024,13.19,13.67,13.11,13.67,#N/A N/A,,3/25/2024,14.4005,14.75,14.25,14.5,58082,,3/25/2024,4.2454,4.2592,4.1883,4.1942,0,,3/25/2024,347.047,347.765,345.206,345.206,#N/A N/A
3/26/2024,518.81,521.58,518.4,521.23,65463744,,3/26/2024,13.24,13.43,12.84,13.12,#N/A N/A,,3/26/2024,14.3463,14.4,14.1,14.4,51350,,3/26/2024,4.2316,4.2711,4.2198,4.2395,0,,3/26/2024,349.274,350.138,343.58,345.449,#N/A N/A
3/27/2024,523.17,523.21,519.485,521.71,82999777,,3/27/2024,12.78,13.34,12.66,13.13,#N/A N/A,,3/27/2024,14.0661,14.45,14.04,14.35,58787,,3/27/2024,4.1903,4.2396,4.1805,4.2356,0,,3/27/2024,349.64,353.261,349.412,351.49,#N/A N/A
3/28/2024,523.07,524.61,522.78,523.21,96294886,,3/28/2024,13.01,13.1,12.84,12.93,#N/A N/A,,3/28/2024,14.3687,14.4,14.05,14.05,67831,,3/28/2024,4.2003,4.2338,4.1807,4.2021,0,,3/28/2024,346.519,348.113,345.787,347.507,#N/A N/A
3/29/2024,523.07,524.61,522.78,523.21,96294886,,3/29/2024,13.01,13.1,12.84,12.93,#N/A N/A,,3/29/2024,14.3687,14.4,14.05,14.05,67831,,3/29/2024,4.2003,4.2003,4.2003,4.2003,0,,3/29/2024,346.519,348.113,345.787,347.507,#N/A N/A
4/1/2024,522.16,524.38,520.97,523.83,62477540,,4/1/2024,13.65,14.15,13.55,13.61,#N/A N/A,,4/1/2024,14.5022,14.8,14.15,14.35,65356,,4/1/2024,4.3092,4.3331,4.1866,4.1905,0,,4/1/2024,345.639,346.714,342.951,346.714,#N/A N/A
4/2/2024,518.84,518.98,516.48,518.24,74230308,,4/2/2024,14.61,15.43,13.68,13.74,#N/A N/A,,4/2/2024,14.9996,15.65,14.45,14.65,128996,,4/2/2024,4.3491,4.4032,4.3012,4.3052,0,,4/2/2024,353.861,354.333,343.26,343.26,#N/A N/A
4/3/2024,519.41,520.95,517.665,517.72,59155759,,4/3/2024,14.33,15.18,14.25,15,#N/A N/A,,4/3/2024,14.9446,15.4,14.7,15,92566,,4/3/2024,4.3472,4.4274,4.3411,4.3531,0,,4/3/2024,352.983,354.884,350.884,352.444,#N/A N/A
4/4/2024,513.07,523.8674,512.755,523.52,96858074,,4/4/2024,16.35,16.92,13.74,14.29,#N/A N/A,,4/4/2024,15.8308,16.35,14.45,14.9,164596,,4/4/2024,4.3094,4.3773,4.2974,4.3392,0,,4/4/2024,357.182,359.687,346.794,350.251,#N/A N/A
4/5/2024,518.43,520.44,514.01,514.46,74546483,,4/5/2024,16.03,16.75,15.53,16.45,#N/A N/A,,4/5/2024,16.0774,16.35,15.43,15.96,140997,,4/5/2024,4.4016,4.4036,4.2996,4.3054,0,,4/5/2024,348.537,353.675,348.537,353.404,#N/A N/A
4/8/2024,518.72,520.18,517.89,519.15,48401752,,4/8/2024,15.19,16.5,15.11,16.24,#N/A N/A,,4/8/2024,15.347,16.02,15.15,16,110611,,4/8/2024,4.4198,4.4621,4.4037,4.4116,0,,4/8/2024,344.681,349.606,344.681,348.681,#N/A N/A
4/9/2024,519.32,520.75,514.35,520.5,68124385,,4/9/2024,14.98,16.63,14.94,15.34,#N/A N/A,,4/9/2024,15.0753,16,14.95,15.3,126613,,4/9/2024,4.3616,4.4298,4.3536,4.4238,0,,4/9/2024,346.052,348.433,346.052,346.225,#N/A N/A
4/10/2024,514.12,516.16,512.09,513.48,82652806,,4/10/2024,15.8,16.62,14.59,15.24,#N/A N/A,,4/10/2024,15.3171,16.2,14.75,15,153087,,4/10/2024,4.5435,4.566,4.3277,4.3636,0,,4/10/2024,340.488,347.713,333.474,347.225,#N/A N/A
4/11/2024,518,519.48,512.08,515.68,70099007,,4/11/2024,14.91,17.61,14.91,16.02,#N/A N/A,,4/11/2024,15.0239,16.3,14.95,15.5,116862,,4/11/2024,4.5865,4.5886,4.5111,4.5415,0,,4/11/2024,344.423,348.529,339.748,339.748,#N/A N/A
4/12/2024,510.85,515.815,509.08,514.37,92561094,,4/12/2024,17.31,19.2,14.91,14.91,#N/A N/A,,4/12/2024,17.0882,18.1,15,15,200295,,4/12/2024,4.5216,4.5804,4.481,4.5784,0,,4/12/2024,355.568,361.424,349.594,350.221,#N/A N/A
4/15/2024,504.45,515.3,503.58,515.13,92101447,,4/15/2024,19.23,19.46,16.26,16.94,#N/A N/A,,4/15/2024,18.4081,18.7,15.95,17.05,150981,,4/15/2024,4.6014,4.6611,4.5175,4.5318,0,,4/15/2024,364.73,365.349,345.557,348.677,#N/A N/A
4/16/2024,503.53,506.5,502.21,504.94,73484020,,4/16/2024,18.4,19.56,17.64,19.49,#N/A N/A,,4/16/2024,18.2475,19.7,17.5,18.5,104265,,4/16/2024,4.6674,4.6943,4.5891,4.6117,0,,4/16/2024,366.808,369.746,360.329,360.329,#N/A N/A
