Start Date,9/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,10/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY US Equity,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,VIX Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,UX1 Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USGG10YR Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USOHHYTO Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime
Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
5/3/2019,294.03,294.34,291.2998,292.82,56543653,,5/3/2019,12.87,14.15,12.8,14.11,#N/A N/A,,5/3/2019,14.275,15.15,14.2,15.1,91499,,5/3/2019,2.525,2.5739,2.5124,2.5395,0,,5/3/2019,392.196,396.627,392.196,393.539,#N/A N/A
5/6/2019,292.82,293.31,288.9,289.25,107198069,,5/6/2019,15.44,18.8,12.89,12.89,#N/A N/A,,5/6/2019,15.525,16.8,15.05,15.2,197150,,5/6/2019,2.4692,2.5016,2.4692,2.4782,0,,5/6/2019,399.991,401.151,397.518,397.65,#N/A N/A
5/7/2019,287.93,290.81,285.81,290.15,144729908,,5/7/2019,19.32,21.84,15.8,15.9,#N/A N/A,,5/7/2019,17.875,19.2,15.45,16.15,326990,,5/7/2019,2.4566,2.4997,2.4423,2.4764,0,,5/7/2019,407.064,407.912,400.49,401.13,#N/A N/A
5/8/2019,287.53,289.43,286.87,287.53,91568287,,5/8/2019,19.4,21.74,18.29,18.95,#N/A N/A,,5/8/2019,18.175,18.95,17.39,17.95,208681,,5/8/2019,2.4835,2.4889,2.4243,2.453,0,,5/8/2019,406.642,410.505,406.209,410.197,#N/A N/A
5/9/2019,286.66,287.33,283.3,285.23,103471104,,5/9/2019,19.1,23.38,18.87,21.4,#N/A N/A,,5/9/2019,17.975,20.5,17.85,18.27,234711,,5/9/2019,2.4423,2.4779,2.4228,2.4743,0,,5/9/2019,417.511,418.755,411.306,411.306,#N/A N/A
5/10/2019,288.1,288.94,282.3,285.62,112429293,,5/10/2019,16.04,20.19,15.57,18.79,#N/A N/A,,5/10/2019,16.125,18.95,16.05,18.1,228384,,5/10/2019,2.4672,2.4707,2.4245,2.4512,0,,5/10/2019,416.921,422.283,416.761,418.359,#N/A N/A
5/13/2019,280.86,283.49,279.93,282.42,127290527,,5/13/2019,20.55,21.32,18.35,18.62,#N/A N/A,,5/13/2019,19.525,19.8,17.01,17.3,219688,,5/13/2019,2.4015,2.4405,2.3874,2.4316,0,,5/13/2019,436.123,436.496,423.555,423.555,#N/A N/A
5/14/2019,283.4,285.1,281.85,281.99,77003230,,5/14/2019,18.06,19.65,17.45,19.4,#N/A N/A,,5/14/2019,18.125,19.73,17.8,19.5,111590,,5/14/2019,2.4104,2.4245,2.3927,2.398,0,,5/14/2019,434.372,435.807,433.035,434.475,#N/A N/A
5/15/2019,285.06,285.77,281.36,281.59,73956407,,5/15/2019,16.44,19.15,16.41,17.57,#N/A N/A,,5/15/2019,16.925,18.92,16.85,17.95,99092,,5/15/2019,2.3732,2.4174,2.3591,2.4086,0,,5/15/2019,440.413,442.244,438.399,438.399,#N/A N/A
5/16/2019,287.7,289.21,285.76,285.84,76749643,,5/16/2019,15.29,17.13,15.16,16.69,#N/A N/A,,5/16/2019,15.725,17.45,15.55,16.95,85994,,5/16/2019,2.3944,2.4139,2.3521,2.3732,0,,5/16/2019,433.159,437.663,431.972,437.09,#N/A N/A
5/17/2019,285.84,288.6,285.1207,285.14,100353024,,5/17/2019,15.96,16.81,14.86,15.89,#N/A N/A,,5/17/2019,15.875,16.72,15.2,15.6,106193,,5/17/2019,2.3909,2.4068,2.3626,2.3962,0,,5/17/2019,432.957,437.885,432.419,437.292,#N/A N/A
5/20/2019,283.95,285.43,283.12,284.06,62877610,,5/20/2019,16.31,17.63,15.46,15.88,#N/A N/A,,5/20/2019,16.125,17.12,15.4,15.85,95864,,5/20/2019,2.4157,2.4175,2.3785,2.3997,0,,5/20/2019,430.581,433.74,430.366,433.555,#N/A N/A
5/21/2019,286.51,286.93,285.55,285.83,46847085,,5/21/2019,14.95,16.22,14.79,15.86,#N/A N/A,,5/21/2019,15.025,16.05,14.78,16.05,73936,,5/21/2019,2.4264,2.4388,2.4051,2.4122,0,,5/21/2019,426.485,428.728,426.428,428.236,#N/A N/A
5/22/2019,285.63,286.69,285.1,285.45,49482472,,5/22/2019,14.75,15.44,14.42,15.06,#N/A N/A,,5/22/2019,15.01,15.25,14.6,15,898,,5/22/2019,2.382,2.4317,2.3785,2.4246,0,,5/22/2019,431.607,431.607,428.155,428.155,#N/A N/A
5/23/2019,282.14,283.21,280.57,283.16,98733847,,5/23/2019,16.92,18.05,15.28,15.93,#N/A N/A,,5/23/2019,17.325,17.62,16.25,16.25,149540,,5/23/2019,2.3185,2.3838,2.2904,2.382,0,,5/23/2019,444.686,447.216,435.088,435.088,#N/A N/A
5/24/2019,282.78,284.2,282.09,283.74,55268095,,5/24/2019,15.85,16.52,15.52,16.34,#N/A N/A,,5/24/2019,16.725,17.35,16.6,17.35,87908,,5/24/2019,2.3202,2.3326,2.3062,2.3168,0,,5/24/2019,444.697,445.502,442.954,444.699,#N/A N/A
5/27/2019,282.78,284.2,282.09,283.74,55268095,,5/27/2019,15.85,16.52,15.52,16.34,#N/A N/A,,5/27/2019,16.725,17.35,16.6,17.35,87908,,5/27/2019,2.3202,2.3202,2.3202,2.3202,0,,5/27/2019,444.697,445.502,442.954,444.699,#N/A N/A
5/28/2019,280.15,284.15,280.13,283.09,70029356,,5/28/2019,17.5,17.7,15.9,16.55,#N/A N/A,,5/28/2019,17.375,17.5,16.5,16.9,71165,,5/28/2019,2.2658,2.3149,2.2605,2.3079,0,,5/28/2019,452.948,452.948,447.269,447.269,#N/A N/A
5/29/2019,278.27,279.36,276.71,278.91,104972927,,5/29/2019,17.9,19.04,17.62,18.55,#N/A N/A,,5/29/2019,17.775,18.2,17.35,17.4,111313,,5/29/2019,2.2605,2.2658,2.2081,2.2623,0,,5/29/2019,459.499,464.151,456.52,456.52,#N/A N/A
5/30/2019,279.03,280.04,277.805,279.11,62523780,,5/30/2019,17.3,18.11,16.72,17.47,#N/A N/A,,5/30/2019,17.425,17.85,17.15,17.82,77148,,5/30/2019,2.2133,2.2832,2.2098,2.2587,0,,5/30/2019,462.752,463.259,457.285,460.015,#N/A N/A
5/31/2019,275.27,277.12,275.24,276.2,86862782,,5/31/2019,18.71,19.72,18.01,19.05,#N/A N/A,,5/31/2019,18.175,18.75,17.38,17.41,126305,,5/31/2019,2.1246,2.1924,2.1246,2.1872,0,,5/31/2019,482.875,483.219,471.278,471.278,#N/A N/A
6/3/2019,274.57,276.5521,273.09,275.31,96427952,,6/3/2019,18.86,19.75,18.16,19.41,#N/A N/A,,6/3/2019,18.275,18.9,17.8,18.65,128521,,6/3/2019,2.071,2.1332,2.059,2.1229,0,,6/3/2019,495.577,495.641,484.683,485.032,#N/A N/A
6/4/2019,280.53,280.68,276.62,277.12,77231889,,6/4/2019,16.97,18.74,16.97,18.74,#N/A N/A,,6/4/2019,17.225,18.37,17.2,18.25,100306,,6/4/2019,2.1296,2.1452,2.0813,2.0814,0,,6/4/2019,478.951,489.105,478.951,489.105,#N/A N/A
6/5/2019,282.96,282.99,280.32,282.33,71169717,,6/5/2019,16.09,17.49,16.04,17.06,#N/A N/A,,6/5/2019,16.625,17.5,16.6,17.26,85799,,6/5/2019,2.1348,2.1348,2.0761,2.1296,0,,6/5/2019,475.287,483.946,475.287,479.846,#N/A N/A
6/6/2019,284.8,285.55,282.57,283.29,69430381,,6/6/2019,15.93,16.54,15.36,16.25,#N/A N/A,,6/6/2019,16.475,17.13,16.35,16.85,82480,,6/6/2019,2.1174,2.1347,2.0898,2.1227,0,,6/6/2019,470.947,477,469.5,476.171,#N/A N/A
6/7/2019,287.65,288.85,285.74,285.93,74272199,,6/7/2019,16.3,16.44,15.33,15.65,#N/A N/A,,6/7/2019,16.725,16.8,16.25,16.6,74593,,6/7/2019,2.0809,2.1313,2.0517,2.1261,0,,6/7/2019,453.001,477.932,453.001,471.093,#N/A N/A
6/10/2019,288.97,290.82,288.8734,289.37,60799053,,6/10/2019,15.94,16.47,15.84,16.3,#N/A N/A,,6/10/2019,16.375,16.75,16.25,16.4,60010,,6/10/2019,2.1484,2.1501,2.1103,2.1189,0,,6/10/2019,443.143,450.971,443.143,449.29,#N/A N/A
6/11/2019,288.9,291.4,288.1805,290.99,58641325,,6/11/2019,15.99,16.7,15.5,15.84,#N/A N/A,,6/11/2019,16.475,16.8,16,16.35,70343,,6/11/2019,2.1431,2.1761,2.1361,2.1414,0,,6/11/2019,440.989,441.589,438.373,441.112,#N/A N/A
6/12/2019,288.39,289.26,287.815,288.64,47096312,,6/12/2019,15.91,16.43,15.78,16.26,#N/A N/A,,6/12/2019,16.325,16.85,16.25,16.5,53302,,6/12/2019,2.1205,2.1414,2.1066,2.1344,0,,6/12/2019,447.974,448.033,444.501,444.501,#N/A N/A
6/13/2019,289.58,289.98,288.62,289.4,48945156,,6/13/2019,15.82,16.21,15.61,16.16,#N/A N/A,,6/13/2019,16.125,16.72,15.98,16.35,61223,,6/13/2019,2.0945,2.1257,2.0806,2.1222,0,,6/13/2019,450.129,451.452,447.235,449.028,#N/A N/A
6/14/2019,289.26,289.93,288.41,289.26,52324716,,6/14/2019,15.28,16.4,15.21,16,#N/A N/A,,6/14/2019,15.775,16.55,15.75,16.1,51188,,6/14/2019,2.0804,2.1081,2.0563,2.0824,0,,6/14/2019,452.029,454.04,448.413,453.863,#N/A N/A
6/17/2019,289.37,290.22,289.18,289.52,39205709,,6/17/2019,15.35,15.76,15.24,15.61,#N/A N/A,,6/17/2019,15.275,15.85,15.25,15.8,45048,,6/17/2019,2.0942,2.1132,2.0769,2.0908,0,,6/17/2019,450.461,452.259,449.476,449.476,#N/A N/A
6/18/2019,292.4,293.57,290.99,291.39,85434823,,6/18/2019,15.15,15.54,14.62,14.89,#N/A N/A,,6/18/2019,15.075,15.55,14.95,15.3,73684,,6/18/2019,2.0595,2.0959,2.0148,2.0872,0,,6/18/2019,444.877,455.609,444.229,455.609,#N/A N/A
6/19/2019,293.06,293.65,291.47,292.55,78674377,,6/19/2019,14.33,15.71,14.15,15.05,#N/A N/A,,6/19/2019,14.8,15.3,14.9,15.05,1632,,6/19/2019,2.0233,2.0975,2.0181,2.0613,0,,6/19/2019,449.132,450.164,440.428,442.634,#N/A N/A
6/20/2019,295.86,296.3093,293.1255,296.04,116570017,,6/20/2019,14.75,16.03,13.19,14.04,#N/A N/A,,6/20/2019,16.125,16.6,15.59,15.9,114040,,6/20/2019,2.0284,2.037,1.9719,2.025,0,,6/20/2019,435.596,450.213,435.176,450.213,#N/A N/A
6/21/2019,294,295.52,293.76,294.13,83309466,,6/21/2019,15.4,15.48,14.42,14.74,#N/A N/A,,6/21/2019,16.525,16.6,15.95,16.15,66210,,6/21/2019,2.054,2.0678,1.9972,2.0181,0,,6/21/2019,436.56,436.56,433.224,436.393,#N/A N/A
6/24/2019,293.64,294.58,293.47,294.23,47582730,,6/24/2019,15.26,15.56,15.23,15.46,#N/A N/A,,6/24/2019,16.275,16.6,16.14,16.6,44873,,6/24/2019,2.0143,2.0643,2.0125,2.0557,0,,6/24/2019,439.762,439.763,436.895,437.531,#N/A N/A
6/25/2019,290.76,293.73,290.64,293.7,82028656,,6/25/2019,16.28,16.68,15.1,15.43,#N/A N/A,,6/25/2019,16.675,16.8,16.22,16.3,65477,,6/25/2019,1.985,2.0228,1.9798,2.0108,0,,6/25/2019,446.688,446.688,440.875,440.875,#N/A N/A
6/26/2019,290.47,292.31,290.345,291.75,51584902,,6/26/2019,16.21,16.6,15.47,16.1,#N/A N/A,,6/26/2019,16.525,16.8,16.23,16.7,53574,,6/26/2019,2.0468,2.0503,1.985,1.985,0,,6/26/2019,440.217,442.071,439.324,441.21,#N/A N/A
6/27/2019,291.5,292.06,290.89,291.31,40355239,,6/27/2019,15.82,16.4,15.66,15.66,#N/A N/A,,6/27/2019,16.075,16.65,16.05,16.6,56362,,6/27/2019,2.014,2.0693,2.002,2.0434,0,,6/27/2019,442.541,442.695,439.673,441.107,#N/A N/A
6/28/2019,293,293.55,292.01,292.58,59350929,,6/28/2019,15.08,16.13,15.08,15.7,#N/A N/A,,6/28/2019,15.525,16.2,15.53,16.07,64883,,6/28/2019,2.0051,2.031,1.9965,2.014,0,,6/28/2019,440.25,441.491,439.497,440.457,#N/A N/A
7/1/2019,295.66,296.92,294.33,296.68,79117620,,7/1/2019,14.06,14.64,13.8,13.85,#N/A N/A,,7/1/2019,14.925,15.5,14.85,15.5,90381,,7/1/2019,2.024,2.0464,2.0016,2.0413,0,,7/1/2019,432.802,437.305,432.008,437.305,#N/A N/A
7/2/2019,296.43,296.49,294.68,295.61,61504544,,7/2/2019,12.93,14.3,12.9,14.16,#N/A N/A,,7/2/2019,14.225,15.1,14.15,14.95,98209,,7/2/2019,1.974,2.0222,1.9723,2.0136,0,,7/2/2019,437.156,437.205,433.333,433.528,#N/A N/A
7/3/2019,298.8,298.82,297.02,297.18,40898896,,7/3/2019,12.57,13.19,12.56,13.18,#N/A N/A,,7/3/2019,14.025,14.6,14,14.25,56801,,7/3/2019,1.9498,1.9706,1.9378,1.9706,0,,7/3/2019,436.406,438.95,436.253,438.452,#N/A N/A
7/4/2019,298.8,298.82,297.02,297.18,40898896,,7/4/2019,12.57,13.19,12.56,13.18,#N/A N/A,,7/4/2019,14.025,14.6,14,14.25,56801,,7/4/2019,1.9498,1.9498,1.9498,1.9498,0,,7/4/2019,436.406,438.95,436.253,438.452,#N/A N/A
7/5/2019,298.46,298.64,296.01,297.44,51677326,,7/5/2019,13.28,14.47,12.04,13,#N/A N/A,,7/5/2019,14.325,15.2,13.99,14.05,98286,,7/5/2019,2.0338,2.0667,1.9392,1.9429,0,,7/5/2019,428.773,434.483,426.622,434.435,#N/A N/A
7/8/2019,296.82,298.2579,296.22,297.01,45841772,,7/8/2019,13.96,14.44,13.64,13.73,#N/A N/A,,7/8/2019,14.875,15.05,14.25,14.33,69488,,7/8/2019,2.0476,2.051,2.0078,2.039,0,,7/8/2019,430.153,431.85,429.479,429.479,#N/A N/A
7/9/2019,297.19,297.52,295.48,295.54,41101279,,7/9/2019,14.09,14.71,13.99,14.47,#N/A N/A,,7/9/2019,14.825,15.45,14.75,14.85,70137,,7/9/2019,2.0648,2.07,2.0302,2.0372,0,,7/9/2019,431.52,432.83,429.811,429.811,#N/A N/A
7/10/2019,298.61,299.66,297.78,298.37,58595558,,7/10/2019,13.03,14.69,12.98,14.38,#N/A N/A,,7/10/2019,14.025,15.15,13.95,14.9,90436,,7/10/2019,2.0613,2.1117,2.037,2.0631,0,,7/10/2019,432.098,435.16,429.526,429.526,#N/A N/A
7/11/2019,299.31,299.58,298.2,299.32,50889481,,7/11/2019,12.93,13.33,12.39,13.01,#N/A N/A,,7/11/2019,13.625,14.15,13.6,14.05,72982,,7/11/2019,2.1378,2.1483,2.0353,2.0526,0,,7/11/2019,427.897,431.914,426.709,431.629,#N/A N/A
7/12/2019,300.65,300.73,299.51,299.85,40354410,,7/12/2019,12.39,12.82,12.28,12.76,#N/A N/A,,7/12/2019,13.125,13.7,13.05,13.7,57922,,7/12/2019,2.1219,2.1481,2.1027,2.1326,0,,7/12/2019,430.309,431.991,428.01,428.226,#N/A N/A
7/15/2019,300.75,301.13,300.19,301.13,33910261,,7/15/2019,12.68,13.02,12.49,12.58,#N/A N/A,,7/15/2019,12.875,13.25,12.85,13.05,63987,,7/15/2019,2.0887,2.1463,2.0852,2.1411,0,,7/15/2019,432.365,432.801,431.286,431.348,#N/A N/A
7/16/2019,299.71,300.88,299.44,300.65,40567964,,7/16/2019,12.86,13.14,12.28,12.61,#N/A N/A,,7/16/2019,12.775,13.15,12.45,12.95,68086,,7/16/2019,2.1026,2.141,2.0817,2.0887,0,,7/16/2019,431.728,431.728,428.118,430.98,#N/A N/A
7/17/2019,297.74,299.93,297.74,299.75,44102443,,7/17/2019,13.97,13.97,12.24,12.62,#N/A N/A,,7/17/2019,12.69,12.95,12.18,12.95,3408,,7/17/2019,2.0451,2.1078,2.0416,2.1061,0,,7/17/2019,439.162,439.3,431.192,431.474,#N/A N/A
7/18/2019,298.83,299.25,296.7,297.19,51701687,,7/18/2019,13.53,14.5,13.19,14.45,#N/A N/A,,7/18/2019,15.325,15.95,15.23,15.8,90534,,7/18/2019,2.0242,2.0763,2.0207,2.0503,0,,7/18/2019,447.938,448.261,437.185,438.178,#N/A N/A
7/19/2019,297.17,300.07,296.96,300.04,71081238,,7/19/2019,14.45,14.45,13.09,13.31,#N/A N/A,,7/19/2019,15.875,15.91,15.1,15.25,92322,,7/19/2019,2.0552,2.0621,2.0329,2.0381,0,,7/19/2019,443.284,444.815,442.123,443.431,#N/A N/A
7/22/2019,297.9,298.5,297.04,297.61,43687404,,7/22/2019,13.53,14.7,13.42,14.55,#N/A N/A,,7/22/2019,15.175,15.86,15.15,15.85,86166,,7/22/2019,2.0464,2.0656,2.0256,2.0569,0,,7/22/2019,442.673,445.081,442.673,443.379,#N/A N/A
7/23/2019,300.03,300.03,298.22,299.14,44657973,,7/23/2019,12.61,13.52,12.55,13.42,#N/A N/A,,7/23/2019,14.775,15.35,14.7,15.2,56594,,7/23/2019,2.0812,2.0829,2.0411,2.0482,0,,7/23/2019,437.28,441.591,437.28,441.056,#N/A N/A
7/24/2019,301.44,301.44,299.09,299.19,47213232,,7/24/2019,12.07,13.1,11.98,12.8,#N/A N/A,,7/24/2019,14.375,15.05,14.25,14.85,73718,,7/24/2019,2.0428,2.0829,2.0358,2.0829,0,,7/24/2019,436.819,439.554,436.26,439.265,#N/A N/A
7/25/2019,300,301,299.11,300.94,55394092,,7/25/2019,12.74,13.54,11.69,12.24,#N/A N/A,,7/25/2019,14.675,15.15,14.3,14.45,85824,,7/25/2019,2.081,2.0985,2.0097,2.0428,0,,7/25/2019,432.447,438.053,431.991,438.053,#N/A N/A
7/26/2019,302.01,302.23,300.62,300.76,45084077,,7/26/2019,12.16,12.72,12.01,12.58,#N/A N/A,,7/26/2019,14.375,14.8,14.25,14.8,64456,,7/26/2019,2.0703,2.0965,2.0616,2.0775,0,,7/26/2019,429.895,432.839,429.57,432.561,#N/A N/A
7/29/2019,301.46,301.93,300.85,301.88,38126462,,7/29/2019,12.83,13.17,12.15,12.15,#N/A N/A,,7/29/2019,14.475,14.7,14.35,14.4,53152,,7/29/2019,2.065,2.0685,2.0458,2.0668,0,,7/29/2019,431.199,432.692,430.06,430.122,#N/A N/A
7/30/2019,300.72,301.17,299.49,299.91,45849045,,7/30/2019,13.94,14.18,12.87,12.87,#N/A N/A,,7/30/2019,15.075,15.15,14.35,14.49,84395,,7/30/2019,2.058,2.0737,2.0388,2.058,0,,7/30/2019,434.606,435.212,433.085,433.085,#N/A N/A
7/31/2019,297.43,301.2,295.2,300.99,104245162,,7/31/2019,16.12,16.55,13.46,13.83,#N/A N/A,,7/31/2019,16.075,16.5,14.6,14.95,142172,,7/31/2019,2.0144,2.0701,2.004,2.0562,0,,7/31/2019,434.388,435.366,433.939,435.366,#N/A N/A
8/1/2019,294.84,300.87,293.96,297.6,142646576,,8/1/2019,17.87,19.46,13.73,15.41,#N/A N/A,,8/1/2019,17.475,18.2,15.05,16.35,278832,,8/1/2019,1.8935,2.0578,1.8746,2.0248,0,,8/1/2019,449.444,450.328,448.104,448.104,#N/A N/A
8/2/2019,292.62,294.12,290.9,293.85,116749695,,8/2/2019,17.61,20.11,17.04,17.69,#N/A N/A,,8/2/2019,17.475,18.8,17.07,17.47,207374,,8/2/2019,1.8452,1.9107,1.8298,1.8952,0,,8/2/2019,456.007,457.283,450.525,452.771,#N/A N/A
8/5/2019,283.82,288.21,281.72,288.09,178745449,,8/5/2019,24.59,24.81,19.91,19.96,#N/A N/A,,8/5/2019,21.625,21.95,17.37,17.5,281780,,8/5/2019,1.7075,1.8571,1.7075,1.852,0,,8/5/2019,495.562,495.562,468.936,468.936,#N/A N/A
8/6/2019,287.8,288.04,284.28,285.91,120711682,,8/6/2019,20.17,22.87,19.77,22.29,#N/A N/A,,8/6/2019,19.675,23.6,19.05,22,221550,,8/6/2019,1.7023,1.7716,1.6705,1.6738,0,,8/6/2019,491.175,491.175,486.38,489.414,#N/A N/A
8/7/2019,287.97,288.82,282.04,284.4,140572265,,8/7/2019,19.49,23.67,18.94,20.7,#N/A N/A,,8/7/2019,19.375,21.57,19.1,19.65,182793,,8/7/2019,1.7342,1.7342,1.5931,1.6938,0,,8/7/2019,495.42,505.476,495.42,495.422,#N/A N/A
8/8/2019,293.62,293.62,289.01,289.62,87713904,,8/8/2019,16.91,19.89,16.82,19.36,#N/A N/A,,8/8/2019,17.725,19.8,17.63,19.44,117608,,8/8/2019,1.7172,1.7878,1.7018,1.7052,0,,8/8/2019,486.979,496.304,485.878,496.304,#N/A N/A
8/9/2019,291.62,293.24,289.65,292.58,93729958,,8/9/2019,17.97,19.44,17.31,18.14,#N/A N/A,,8/9/2019,18.475,19.25,17.9,17.95,112847,,8/9/2019,1.7447,1.7464,1.6778,1.6983,0,,8/9/2019,483.964,489.307,483.964,488.021,#N/A N/A
8/12/2019,288.07,291.6052,287.02,289.96,65527632,,8/12/2019,21.09,21.26,17.77,17.87,#N/A N/A,,8/12/2019,20.775,20.95,18.05,18.55,108668,,8/12/2019,1.6454,1.7326,1.6284,1.7292,0,,8/12/2019,493.2,493.787,486.826,487.335,#N/A N/A
8/13/2019,292.55,294.15,287.36,287.74,94792972,,8/13/2019,17.52,21.64,17.52,21.28,#N/A N/A,,8/13/2019,18.125,21.19,18.1,20.7,151635,,8/13/2019,1.7035,1.7155,1.6165,1.6539,0,,8/13/2019,480.094,493.471,479.54,493.305,#N/A N/A
